user_agent;uv;pv;pv_per_uv
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";873;9453;10.83
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";872;9401;10.78
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";872;14049;16.11
"opera/9.80 (android; opera mini/7.8.35214/34.2037; u; zh) presto/2.8.119 version/11.10";871;30160;34.63
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.0.1.284 mobile";871;18048;20.72
"oppoa115k/4.02/12 release/2010.8.10 browser/obigo/q03c profile/midp-2.0 configuration/cldc-1.1";871;1951;2.24
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";871;21684;24.90
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/7.0 mobile/11d169 safari/9537.53";870;15770;18.13
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.2 mobile safari/537.36";870;23652;27.19
"mozilla/5.0 (windows; u; windows nt 6.0; zh-cn; rv:1.9.0.8) gecko/2009032609 firefox/3.0.8 (.net clr 3.5.30729)";869;4323;4.97
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";868;15793;18.19
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";868;17639;20.32
"nokia6120c/3.83; profile/midp-2.0 configuration/cldc-1.1";868;10461;12.05
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9a405 safari/7534.48.3";867;9945;11.47
"mozilla/5.0 (ipad; cpu os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9b206 safari/7534.48.3";867;19105;22.04
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";867;25843;29.81
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";867;19257;22.21
"mozilla/5.0 (linux; u; android 4.3; zh-cn; hm 1sw build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";867;29290;33.78
"nokia6120c/3.83; profile/midp-2.0 configuration/cldc-1.1";864;10418;12.06
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";864;23915;27.68
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-i9300 build/jzo54k) applewebkit/534.31 (khtml, like gecko) ucbrowser/9.2.4.329 u3/0.8.0 mobile safari/534.31";863;24192;28.03
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";863;17014;19.71
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";863;17714;20.53
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";862;9297;10.79
"nokia6120c/3.83; profile/midp-2.0 configuration/cldc-1.1";862;11774;13.66
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";862;24728;28.69
"xiaomi_2013061_td/v1 linux/3.4.5 android/4.2.1 release/09.18.2013 browser/applewebkit534.30 mobile safari/534.30 mbbms/2.2 system/android 4.2.1 xiaomi/miuibrowser/1.0";862;19825;23.00
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";861;19825;23.03
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";861;26558;30.85
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/7.0 mobile/11d169 safari/9537.53";861;17150;19.92
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";860;22725;26.42
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; huawei u8825d build/huaweiu8825d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";859;11101;12.92
"oppoa125/4.02/12 release/2010.8.10 browser/obigo/q03c profile/midp-2.0 configuration/cldc-1.1";858;2135;2.49
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/7.0 mobile/11d169 safari/9537.53";857;16874;19.69
"mozilla/5.0 (iphone; cpu iphone os 6_1_3 like mac os x; zh-cn) applewebkit/536.26 (khtml, like gecko) mobile/10b329 ucbrowser/9.6.7.431 mobile";857;26594;31.03
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.0.1.284 mobile";857;20021;23.36
"nokia5233";856;15627;18.26
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";855;21602;25.27
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";855;17771;20.78
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; 2013022 build/hm2013022) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.6.428 u3/0.8.0 mobile safari/533.1";852;29485;34.61
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.1 mobile safari/537.36";852;22489;26.40
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";851;17569;20.65
"mozilla/5.0 (iphone; cpu iphone os 6_1_3 like mac os x; zh-cn) applewebkit/536.26 (khtml, like gecko) mobile/10b329 ucbrowser/9.6.7.431 mobile";851;24820;29.17
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";851;20603;24.21
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; vivo x3t build/jop40d) applewebkit/534.24 (khtml, like gecko) version/4.0 mobile safari/534.24 t5/2.0 baiduboxapp/5.0 (baidu; p1 4.2.1)";851;25122;29.52
"mqqbrowser/3.3 (e63;symbianos/9.1 series60/3.0)";849;10102;11.90
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";849;23500;27.68
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";849;18199;21.44
"opera/9.80 (android; opera mini/7.8.35214/34.2037; u; zh) presto/2.8.119 version/11.10";848;31697;37.38
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";847;27411;32.36
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; 2013023 build/hm2013023) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";847;31334;36.99
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";847;24449;28.87
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";846;27822;32.89
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad 7019 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";846;8004;9.46
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; vivo x3t build/jop40d) applewebkit/534.24 (khtml, like gecko) version/4.0 mobile safari/534.24 t5/2.0 baiduboxapp/5.0 (baidu; p1 4.2.1)";845;24999;29.58
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";845;23098;27.33
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";845;26347;31.18
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";844;24765;29.34
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";844;14560;17.25
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";843;22886;27.15
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";842;17219;20.45
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";842;25734;30.56
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.2 mobile safari/537.36";841;20686;24.60
"mozilla/5.0 (linux; u; android 2.3.4; zh-cn; gt-i9100 build/grj22) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1; 360browser(securitypay,securityinstalled); 360(android,uppayplugin); 360 aphone browser (6.1.0)";841;4601;5.47
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.0.1.284 mobile";841;18492;21.99
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";841;20675;24.58
"mozilla/5.0 (linux; u; android 4.3; zh-cn; mi 3w build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";841;25674;30.53
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.8.425 u3/0.8.0 mobile safari/533.1";840;27005;32.15
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";838;18509;22.09
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";838;16519;19.71
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; hm note 1td build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";838;37445;44.68
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/7.0 mobile/11d169 safari/9537.53";837;18313;21.88
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";837;9603;11.47
"nokia5233";837;18303;21.87
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";837;24906;29.76
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";836;15417;18.44
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";836;14583;17.44
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";836;18164;21.73
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";835;16442;19.69
"mozilla/5.0 (linux; u; android 4.3; zh-cn; mi 3w build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";834;24154;28.96
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; 2013023 build/hm2013023) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";834;30884;37.03
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";833;21484;25.79
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.9.439 u3/0.8.0 mobile safari/533.1";831;25012;30.10
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";831;14773;17.78
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";830;25076;30.21
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11b651 ucbrowser/9.6.7.431 mobile";830;22596;27.22
"xiaomi_2013061_td/v1 linux/3.4.5 android/4.2.1 release/09.18.2013 browser/applewebkit534.30 mobile safari/534.30 mbbms/2.2 system/android 4.2.1 xiaomi/miuibrowser/1.0";830;18861;22.72
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; vivo x3t build/jop40d) applewebkit/534.24 (khtml, like gecko) version/4.0 mobile safari/534.24 t5/2.0 baiduboxapp/5.0 (baidu; p1 4.2.1)";830;26580;32.02
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";830;24494;29.51
"mozilla/5.0 (windows nt 6.1) applewebkit/537.22 (khtml, like gecko) qqbrowser/4.1.2 safari/537.22";830;26012;31.34
"mozilla/5.0 (symbianos/9.3; u; series60/3.2 nokiae75-1/110.48.125 profile/midp-2.1 configuration/cldc-1.1 ) applewebkit/413 (khtml, like gecko) safari/413";830;2631;3.17
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; huawei u8825d build/huaweiu8825d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";829;10075;12.15
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";829;23978;28.92
"mozilla/5.0 (linux; u; android 4.3; zh-cn; mi 3c build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";829;20344;24.54
"xiaomi_2013061_td/v1 linux/3.4.5 android/4.2.1 release/09.18.2013 browser/applewebkit534.30 mobile safari/534.30 mbbms/2.2 system/android 4.2.1 xiaomi/miuibrowser/1.0";829;20244;24.42
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.0.1.284 mobile";828;15171;18.32
"opera/9.80 (android; opera mini/7.8.35214/34.2178; u; zh) presto/2.8.119 version/11.10";828;28240;34.11
"mozilla/5.0 (iphone; cpu iphone os 6_1_3 like mac os x; zh-cn) applewebkit/536.26 (khtml, like gecko) mobile/10b329 ucbrowser/9.6.7.431 mobile";828;25199;30.43
"xiaomi_2013061_td/v1 linux/3.4.5 android/4.2.1 release/09.18.2013 browser/applewebkit534.30 mobile safari/534.30 mbbms/2.2 system/android 4.2.1 xiaomi/miuibrowser/1.0";828;20698;25.00
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";827;19980;24.16
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";827;25380;30.69
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.1 mobile safari/537.36";826;23062;27.92
"nokia6122ccn01.02/symbianos/9.1 series60/3.0";826;1700;2.06
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; mi-one plus build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";826;10583;12.81
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; huawei u8825d build/huaweiu8825d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";826;10833;13.12
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";825;22915;27.78
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";825;23154;28.07
"mozilla/5.0 (ipad; cpu os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/4.1.2 mobile/11d201 safari/7534.48.3";824;5276;6.40
"opera/9.80 (android; opera mini/7.8.35214/34.2178; u; zh) presto/2.8.119 version/11.10";824;28875;35.04
"mozilla/5.0 (iphone; cpu iphone os 6_0_1 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a523 safari/8536.25";824;25178;30.56
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9a405 safari/7534.48.3";824;11817;14.34
"qqbrowser (linux; u; zh-cn; htc hero build/frf91)";823;14060;17.08
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";823;15573;18.92
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";823;19408;23.58
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";821;14727;17.94
"xiaomi_2013061_td/v1 linux/3.4.5 android/4.2.1 release/09.18.2013 browser/applewebkit534.30 mobile safari/534.30 mbbms/2.2 system/android 4.2.1 xiaomi/miuibrowser/1.0";820;21568;26.30
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";818;24513;29.97
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";817;28737;35.17
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";817;29379;35.96
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11b651 ucbrowser/9.6.7.431 mobile";817;23213;28.41
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";817;17702;21.67
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";816;14155;17.35
"mozilla/5.0 (linux; u; android 2.2; en-us; nexus one build/frf91) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";816;10795;13.23
"mozilla/5.0 (iphone; cpu iphone os 6_1_3 like mac os x; zh-cn) applewebkit/536.26 (khtml, like gecko) mobile/10b329 ucbrowser/9.6.7.431 mobile";816;22448;27.51
"opera/9.80 (android; opera mini/7.8.35214/34.2178; u; zh) presto/2.8.119 version/11.10";815;27077;33.22
"opera/9.80 (android; opera mini/7.8.35426/34.1571; u; zh) presto/2.8.119 version/11.10";815;20866;25.60
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";814;24643;30.27
"mozilla/5.0 (linux; u; android 4.3; zh-cn; mi 3c build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";813;18477;22.73
"mozilla/5.0 (ipad; cpu os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9b206 safari/7534.48.3";813;19936;24.52
"untrusted/1.0";812;5547;6.83
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2sc build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.8.425 u3/0.8.0 mobile safari/533.1";812;25154;30.98
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";811;13162;16.23
